Bank Name:,First National Bank of Omaha
INTAN,15213.0,15213.0,15213.0,15213.0,15213.0,15213.0,15213.0,15213.0,15213.0,15213.0,15213.0,15213.0,15213.0,15213.0,15213.0,15213.0,15213.0,15213.0,15213.0,15213.0,15213.0,15213.0,15213.0,15213.0,15218.0,15223.0,15228.0,15233.0,15238.0,15243.0,15248.0,15254.0,15259.0,15213.0,15213.0,15213.0,15279.0,3526.0,3526.0,3526.0,3526.0,3526.0,3526.0,3526.0,3526.0,3526.0,3526.0,3533.0,3540.0,3547.0,3554.0,3561.0,3568.0,3575.0,3582.0,3589.0,3596.0,3603.0,3610.0,3617.0,3624.0,3631.0,3638.0,3645.0,3652.0,3659.0,3666.0,3673.0,3679.0,3687.0,3694.0,3701.0,3708.0,3715.0,3722.0,3719.0,3726.0,3665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCLNLSR,0.09958636569082611,0.11249839408753744,0.11885099354662944,0.10453719005413165,0.11658289357174637,0.05288684338065438,0.05680540598113587,0.05018811107798779,0.05191004047450758,0.19391007554028233,0.0473174565778194,0.11233409774307765,0.1056060259052854,0.1353133522831083,0.5089150609454058,0.5928400456013335,0.6378746415249948,0.6020211703060004,1.1559052563270604,1.3134869086874867,1.465380323514153,1.6137228598671647,1.8009968503562082,1.3578766660550745,1.54173820442049,2.1170179069955877,1.9222513136492543,1.6292239564073336,0.9283718489958271,2.5780166242664713,1.442420445469291,0.9492417910043689,0.5596341113530117,0.9139676096140137,1.0068952796358686,1.1234482616599177,0.4164859495178877,0.08407865558229724,0.08457910582830093,0.14179306031357944,0.1188575227057608,0.14428381475089824,0.1895427068747652,0.18220467658669906,0.11140684942362106,0.13613389886470423,0.5782214215705063,0.6195951286207951,0.683112815741098,0.7875256938927352,0.8697236316528122,1.18415710569448,2.192607607191208,0.2599468466895575,0.2213249588754299,0.33090450884786066,0.12302284710017575,0.12782615642725892,0.15864689551054875,1.149085794655415,1.9134126617375231,2.0565076424270496,1.7049935333270243,0.25765959203897926,0.14400651159878533,0.16289506044684351,0.17477770990293898,0.15593055892442567,0.153480292118534,0.1898028836107822,0.30803841827463874,0.383689437255492,0.40041552554537724,0.4558135879602342,0.5410987195373812,0.6062588594482607,0.685317718499241,0.707471078951007,1.3209882420145667,1.6615967399414566,1.6290762014436986,2.4299467872412417,2.3003667717650087,1.964802706483198,1.2992831541218637,2.0464700625558536,3.7602712527109996,3.9626543397603555,3.841612670986321,5.080955844715644,3.7706500750911824,4.469993813157352,5.419881550694887,4.0203015752674585,2.5791428926927247,1.2154072888047889,1.199705020055039,1.4070988032512355,1.5723804269405424,1.8606625120060754,1.8607111642669858,1.8224064877670965,1.3141653960647643,1.1642094560244027,0.8341330183804532,1.0555713339013537,1.206755913823713,0.2906906324943679,0.6215837082184492,0.2932551319648094,0.4980962812288114,0.3769458751762438,0.4014361235970938,0.5178935117835322,0.701593137254902,0.6481062057911425,0.734470719978921,0.7446735158243122,0.7390148895118134,0.9183635063419775,1.0088600997691906,1.1493395029479814,1.3241766580664744,1.8694131364166342,2.1812893843916625,2.8826036419992254,0.8952915801896391,1.222997985099105,3.822909989927662,3.217438791298808,3.3880758552538706,3.9444083387491875,2.813798628148,3.8753282116113974,3.8187702265372168,1.6665770657491534,2.1467943138961414,1.5208907254361799,2.6292504108203767,1.6023206022515366,0.7464769080507884,0.9043736100815418,0.4804951543285284,0.20410056591520548,0.25365853658536586,1.5513009327442318,1.7072082124525774,1.7598097502972654,0.025926886180969663,0.38517731438438035,0.19254572961078256,1.0184595798854232,1.9041256054785367,1.8535020495455357,3.5728623042954633,3.401748384644622,1.2195121951219512,1.6558966074313408,5.290624437646212,0.8006042296072509,0.6512813252159139,0.719010641357492,0.1536806516059628,0.2074996294649474
LNCOMRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTAXNETINC,15162.0,10835.0,6632.0,3029.0,12848.0,9736.0,6717.0,3341.0,17678.0,13380.0,8456.0,3894.0,17380.0,13443.0,9621.0,4971.0,16110.0,12638.0,7063.0,2366.0,10214.0,7363.0,4846.0,2450.0,10302.0,6658.0,4960.0,2323.0,9452.0,6559.0,4206.0,1880.0,10819.0,9074.0,5867.0,2786.0,12026.0,4648.0,2960.0,1441.0,5250.0,3810.0,2438.0,1428.0,3947.0,2869.0,1880.0,1063.0,2126.0,1562.0,853.0,415.0,942.0,650.0,396.0,185.0,290.0,114.0,118.0,-50.0,908.0,789.0,511.0,260.0,1241.0,964.0,507.0,285.0,821.0,615.0,410.0,130.0,793.0,593.0,418.0,224.0,408.0,218.0,670.0,485.0,656.0,486.0,341.0,118.0,828.0,373.0,243.0,103.0,581.0,450.0,319.0,177.0,-6782.0,-6624.0,230.0,78.0,724.0,590.0,398.0,176.0,438.0,374.0,54.0,51.0,361.0,328.0,104.0,185.0,585.0,580.0,436.0,193.0,756.0,668.0,487.0,260.0,860.0,677.0,464.0,196.0,725.0,598.0,445.0,141.0,542.0,436.0,309.0,135.0,287.0,160.0,88.0,135.0,471.0,417.0,299.0,150.0,485.0,458.0,312.0,149.0,618.0,443.0,342.0,131.0,595.0,492.0,326.0,148.0,437.0,333.0,208.0,101.0,449.0,388.0,291.0,135.0,406.0,101.0,31.0,59.0,0.0,245.0,193.0,34.0
IGLSEC,-100.0,-136.0,-175.0,0.0,71.0,68.0,89.0,-3.0,-51.0,-51.0,-1.0,1.0,-61.0,-59.0,-59.0,13.0,611.0,-323.0,7.0,3.0,-57.0,-60.0,52.0,5.0,-78.0,18.0,-15.0,9.0,-41.0,-46.0,-54.0,0.0,-38.0,-27.0,11.0,6.0,-26.0,-3.0,40.0,38.0,-70.0,-58.0,-36.0,-46.0,-41.0,-1.0,-18.0,-3.0,-60.0,-52.0,-43.0,-10.0,-43.0,-33.0,-26.0,-15.0,-160.0,-145.0,-132.0,-127.0,-82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,-2.0,0.0,0.0,0.0,0.0,-111.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-6.0,-8.0,9.0,0.0,41.0,41.0,22.0,22.0,16.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,5.0,0.0,2.0,0.0,0.0,0.0,-4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,2.0,0.0,6.0,4.0,-2.0,0.0,8.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IDT1CER,10.443704425198094,10.407711892598705,10.306854341231126,10.122474814246807,10.020444928568436,9.895503456332705,10.173427841598691,10.327940438769655,10.326122153739782,10.10750116788646,9.748152024596061,9.590720482836664,9.7153425603314,10.193309903112297,10.434981137408812,10.168425586905018,10.071218031697162,10.262830951910477,9.767734583943296,9.651821631946051,9.855180498509736,9.892547380732129,10.393634551035131,10.580664185685851,10.631167148410245,10.543642635039845,10.81123402461815,10.550458715596331,10.375551584551985,10.338786617002656,10.409870918521634,10.516010793294459,9.997629681959092,10.150287248219444,10.077520653552675,10.36277887366988,10.257179460936038,10.4713649117016,9.854900780145558,9.74887205243892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EQCBHCTR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,1250.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,1250.0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,2750.0,2000.0,500.0,250.0,1575.0,575.0,950.0,200.0,350.0,150.0,150.0,0.0,150.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,1000.0,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,
ASSET,1333547.0,1322335.0,1320328.0,1296850.0,1293191.0,1273832.0,1239670.0,1198294.0,1196346.0,1170017.0,1163972.0,1135606.0,1106372.0,1091192.0,1094082.0,1066478.0,989887.0,956968.0,964049.0,883938.0,893857.0,877320.0,825757.0,815969.0,806125.0,800058.0,784075.0,778813.0,787150.0,765129.0,751144.0,768086.0,738781.0,739572.0,721821.0,694035.0,651502.0,342170.0,333954.0,334468.0,318272.0,289317.0,277468.0,272780.0,237222.0,212646.0,202978.0,197708.0,193903.0,177351.0,167395.0,153988.0,155546.0,121490.0,117779.0,119343.0,114377.0,108711.0,102000.0,93823.0,93195.0,86973.0,86396.0,86741.0,85618.0,84064.0,81639.0,76890.0,76860.0,74445.0,75801.0,71116.0,72065.0,69234.0,67525.0,65334.0,66735.0,64459.0,60393.0,54333.0,56601.0,53934.0,54458.0,53758.0,53590.0,54832.0,52265.0,54514.0,52947.0,51533.0,52701.0,56956.0,65705.0,63130.0,70631.0,73892.0,76927.0,70346.0,68535.0,69011.0,71064.0,66879.0,65439.0,64483.0,59632.0,60645.0,59966.0,61805.0,61705.0,59580.0,57908.0,56119.0,52341.0,48988.0,49095.0,48048.0,46567.0,46103.0,43826.0,45174.0,41946.0,42502.0,41437.0,41947.0,41700.0,39702.0,39076.0,38755.0,37999.0,36166.0,34668.0,33643.0,32477.0,30852.0,30232.0,28861.0,28200.0,27509.0,26209.0,25636.0,25321.0,24348.0,24533.0,23822.0,23851.0,24065.0,23912.0,24061.0,24942.0,24441.0,23980.0,24007.0,23175.0,22781.0,22260.0,20724.0,20700.0,19031.0,18657.0,19021.0,18836.0,18650.0,18222.0,17897.0
LNLSGR,1196951.0,1183128.0,1174580.0,1159396.0,1148539.0,1130716.0,1098487.0,1060012.0,1044114.0,1027796.0,1010198.0,966759.0,943128.0,903089.0,884234.0,880676.0,853616.0,863757.0,862960.0,780594.0,753661.0,732034.0,714049.0,703083.0,690195.0,678785.0,661516.0,654422.0,655664.0,629321.0,609739.0,590998.0,592530.0,587767.0,552987.0,534159.0,527989.0,285447.0,287305.0,281396.0,276802.0,247429.0,234248.0,223924.0,214529.0,196865.0,182629.0,173339.0,176252.0,158598.0,148208.0,133006.0,132217.0,103098.0,100305.0,91265.0,96730.0,87619.0,78161.0,71100.0,69248.0,64770.0,63402.0,60545.0,63886.0,62617.0,58932.0,57718.0,59291.0,57428.0,57785.0,53168.0,52945.0,50898.0,48420.0,45855.0,46110.0,43394.0,42014.0,34846.0,35603.0,32511.0,31082.0,30741.0,33480.0,33570.0,32737.0,32882.0,34725.0,37119.0,37288.0,38792.0,42381.0,47484.0,56259.0,54961.0,55597.0,48966.0,47126.0,44769.0,43478.0,43898.0,41319.0,39340.0,40641.0,42252.0,41682.0,41281.0,41346.0,40238.0,38346.0,34753.0,35373.0,34370.0,32640.0,28699.0,30362.0,29006.0,27469.0,26569.0,26862.0,26798.0,26356.0,25730.0,26819.0,25810.0,24573.0,21341.0,21842.0,21974.0,21251.0,20003.0,19973.0,20566.0,20085.0,18601.0,17235.0,17424.0,15822.0,14479.0,14334.0,13490.0,12279.0,10779.0,10250.0,10185.0,8962.0,8410.0,7714.0,7529.0,7271.0,6284.0,5987.0,5611.0,4982.0,5262.0,5084.0,4952.0,5557.0,6620.0,7063.0,6954.0,6507.0,6747.0
NETINC,14613.0,10356.0,6222.0,2914.0,12563.0,9527.0,6632.0,3266.0,17059.0,12900.0,8167.0,3752.0,16981.0,13148.0,9405.0,4905.0,16407.0,12079.0,6913.0,2290.0,9838.0,7062.0,4759.0,2386.0,9946.0,6468.0,4806.0,2263.0,9097.0,6285.0,4003.0,1803.0,10495.0,8836.0,5739.0,2723.0,11751.0,4546.0,2938.0,1453.0,5071.0,3669.0,2359.0,1361.0,3811.0,2793.0,1807.0,1040.0,1999.0,1466.0,783.0,391.0,871.0,592.0,353.0,162.0,128.0,-54.0,-28.0,-183.0,796.0,767.0,498.0,253.0,1211.0,941.0,492.0,277.0,793.0,596.0,398.0,124.0,762.0,573.0,406.0,216.0,398.0,213.0,354.0,316.0,446.0,316.0,223.0,88.0,598.0,282.0,185.0,81.0,434.0,332.0,244.0,130.0,-4404.0,-5696.0,173.0,71.0,466.0,380.0,261.0,123.0,365.0,277.0,46.0,34.0,275.0,233.0,8.0,119.0,406.0,368.0,288.0,122.0,481.0,436.0,331.0,174.0,539.0,434.0,294.0,118.0,451.0,396.0,307.0,105.0,387.0,345.0,251.0,107.0,182.0,90.0,41.0,111.0,313.0,346.0,240.0,101.0,247.0,286.0,192.0,105.0,417.0,292.0,228.0,78.0,391.0,350.0,214.0,100.0,322.0,219.0,159.0,77.0,317.0,272.0,208.0,76.0,354.0,57.0,27.0,59.0,0.0,245.0,110.0,20.0
DEP,1076248.0,1029395.0,1034001.0,1030545.0,1009302.0,975728.0,895016.0,929860.0,841745.0,883724.0,885416.0,945569.0,906550.0,888371.0,889665.0,859592.0,781183.0,750468.0,747269.0,680884.0,732100.0,718790.0,675297.0,661598.0,633491.0,626875.0,640369.0,650082.0,612548.0,614332.0,643923.0,663715.0,617365.0,598408.0,570866.0,597131.0,556360.0,290749.0,283724.0,285902.0,259732.0,246914.0,227634.0,232669.0,199567.0,168403.0,169917.0,164371.0,152839.0,144617.0,136567.0,129332.0,117612.0,100445.0,95784.0,97343.0,91504.0,84420.0,79266.0,71702.0,64484.0,62647.0,61787.0,65786.0,59999.0,56588.0,58975.0,60547.0,57344.0,57781.0,51631.0,53772.0,51550.0,51096.0,47059.0,47235.0,48807.0,45702.0,45182.0,42685.0,43262.0,41322.0,41297.0,43786.0,42649.0,42564.0,42035.0,44442.0,42915.0,41334.0,42465.0,46788.0,50076.0,56691.0,58250.0,58798.0,58035.0,52511.0,53177.0,55556.0,55244.0,53157.0,55771.0,55689.0,52021.0,53059.0,52264.0,54444.0,54536.0,52346.0,50804.0,49153.0,45571.0,42292.0,42546.0,41502.0,40218.0,39866.0,37771.0,39351.0,36426.0,36992.0,36025.0,36674.0,36602.0,33638.0,33504.0,33895.0,33248.0,31473.0,30046.0,28969.0,27933.0,26300.0,25769.0,24546.0,23972.0,23221.0,22021.0,21500.0,20978.0,20129.0,20377.0,19781.0,19716.0,19994.0,19976.0,20219.0,20973.0,20568.0,20185.0,20287.0,19348.0,18999.0,18540.0,17141.0,17275.0,16004.0,15603.0,15929.0,15774.0,15370.0,15015.0,14892.0
NAASSET,1192.0,1305.0,1370.0,1058.0,1339.0,598.0,460.0,532.0,542.0,1993.0,463.0,1086.0,996.0,1111.0,4500.0,4372.0,4906.0,5200.0,9975.0,10253.0,11044.0,11746.0,12267.0,9547.0,10245.0,13364.0,5137.0,5915.0,2892.0,3618.0,2246.0,3305.0,2606.0,2577.0,1558.0,1573.0,1755.0,166.0,243.0,249.0,179.0,357.0,394.0,402.0,239.0,268.0,1056.0,1073.0,1204.0,1249.0,1277.0,1119.0,1080.0,267.0,200.0,281.0,86.0,82.0,124.0,817.0,825.0,832.0,1079.0,131.0,87.0,102.0,89.0,90.0,91.0,109.0,178.0,204.0,212.0,232.0,262.0,278.0,316.0,302.0,554.0,577.0,578.0,790.0,715.0,595.0,431.0,685.0,1210.0,1303.0,1318.0,1755.0,1257.0,1593.0,1707.0,1161.0,717.0,644.0,656.0,666.0,726.0,740.0,750.0,720.0,238.0,246.0,246.0,256.0,257.0,59.0,100.0,100.0,100.0,100.0,142.0,142.0,142.0,177.0,191.0,191.0,190.0,227.0,271.0,303.0,339.0,476.0,549.0,680.0,206.0,214.0,376.0,404.0,451.0,456.0,482.0,693.0,700.0,305.0,262.0,250.0,267.0,204.0,77.0,94.0,0.0,0.0,0.0,127.0,127.0,132.0,0.0,0.0,0.0,52.0,98.0,101.0,164.0,176.0,62.0,62.0,190.0,0.0,0.0,0.0,0.0,0.0
RBCRWAJ,11.603887514149577,11.544947613542417,11.419946150289647,11.211791692006663,11.097825631572332,10.959401887186523,11.250405741059584,11.39987296683785,11.38020645676804,11.150256935021021,10.770589389677504,10.632634252003717,10.761407973539281,11.275917301617193,11.525423728813559,11.223131595950894,11.15085890214463,11.370414029158518,10.866298071466812,10.643940875953083,10.868412668538877,10.887423027577741,11.399616135103406,11.564000840948744,11.697647762384133,11.550813042665624,11.843551382447679,11.527893762519053,11.37143065533715,11.390960711864102,11.437426414040086,11.51892472913714,10.908730361605185,11.019364547002224,10.917136040695878,11.220758202983912,11.18044207903495,11.329262254497442,10.691986491439343,10.58278709457734,10.583708425760415,10.740246493494974,10.773785113799466,10.760205219718937,10.404966957416887,10.65232373475564,11.3070447003274,10.758357888207014,10.259711903975456,10.585972821864772,10.389418854871254,10.983850895725407,11.125111750916886,10.363289061869446,10.612447309695018,10.72994559118898,11.14150510153146,10.856215223265302,10.353186842200007,11.083703562375643,11.036407633503822,10.523307785870252,11.617737971381615,10.442203024409366,10.082130563439822,10.39551471533222,10.259976817353866,10.32988946382218,10.123088527737776,10.422083704363311,10.296803652968038,10.659514995844981,10.37983710543107,10.574281181068844,10.838360309781201,11.320915380521553,11.303499055742993,12.026070344982582,14.867406432198607,17.37583910566714,15.997535681281446,17.69125108625571,17.82641553307755,17.923967923967922,16.624365482233504,16.622956308241726,17.6652651249708,16.36554796226102,16.25714684144471,14.992913545252076,14.989239144195468,14.234321827904717,12.007900525205368,6.59823418481056,14.348522605909578,14.310915898617512,13.351141592503016,14.723968297349002,15.091339185333382,15.267629061961625,15.686387916895605,15.683519130756634,15.784416891613674,16.28084973798466,17.08951170867734,16.46376374199447,15.995551848762856,16.395026227998247,16.21529574933846,16.568213848286554,17.026862628657156,17.952641584323885,17.735155018392014,18.371267820871893,18.87541763911951,20.206896770771465,18.892347426705733,19.144491357449837,19.957993817067457,19.568263883442842,19.23228339717849,18.585525767282405,18.70314394521577,18.666553127472582,17.59485872033059,18.135762787628515,18.79915595626319,20.20337505344254,19.482262387010724,19.23756984228022,19.661723598806084,20.788478587324274,20.501950608937168,20.689686601377186,20.92705332519714,21.632842032428915,22.014309301045678,22.289708915883566,23.744354728342685,25.14212110328086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBCT1J,126952.0,126395.0,125061.0,122503.0,119589.0,116553.0,115339.0,114472.0,113206.0,109047.0,104314.0,98649.0,96813.0,96349.0,95982.0,94424.0,92117.0,90371.0,85206.0,81408.0,80117.0,78494.0,78088.0,77504.0,76797.0,74463.0,73875.0,72266.0,71127.0,69225.0,67815.0,66331.0,64533.0,63676.0,61333.0,59678.0,58126.0,31723.0,30115.0,28630.0,27177.0,24275.0,22965.0,21968.0,20606.0,19338.0,18505.0,17731.0,16684.0,15193.0,14253.0,14115.0,14899.0,10613.0,10685.0,10487.0,10318.0,9379.0,7898.0,7486.0,7412.0,6620.0,6938.0,6164.0,5920.0,5702.0,5439.0,5280.0,5174.0,5148.0,5149.0,4979.0,4862.0,4816.0,4813.0,4727.0,4734.0,4791.0,5785.0,6022.0,5738.0,5857.0,5695.0,5605.0,5564.0,5500.0,5610.0,5451.0,5369.0,5422.0,5418.0,5339.0,4785.0,2487.0,7357.0,7254.0,7184.0,7098.0,6979.0,6841.0,6988.0,6901.0,6669.0,6657.0,6953.0,6855.0,6629.0,6741.0,6678.0,6640.0,6560.0,6394.0,6272.0,6227.0,6122.0,5966.0,5791.0,5686.0,5546.0,5370.0,5252.0,5197.0,5108.0,4906.0,4801.0,4759.0,4665.0,4521.0,4414.0,4322.0,4274.0,4343.0,4232.0,4265.0,4159.0,4020.0,3999.0,4038.0,3944.0,3857.0,3952.0,3827.0,3763.0,3613.0,3729.0,3688.0,3552.0,3438.0,3538.0,3435.0,3387.0,3484.0,3396.0,3522.0,3449.0,3317.0,3241.0,2944.0,2914.0,2945.0,2892.0,3127.0,3056.0,2870.0
